,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
505,ST,2024-04-10,82.4,-1.04,5.95,"Henderson, Gunnar",683002,676710,,foul,,,,,14,Gunnar Henderson called out on strikes.,R,L,R,BOS,BAL,S,,,0,2,2024,0.98,0.22,1.2,2.64,,681297.0,,2,3,Top,,,,,657136,,,3.1729424194229394,-120.00004068901676,-1.417613633759617,8.779556763526138,23.956142822367724,-29.985981636185315,3.69,1.76,29.0,89.3,-3.0,82.1,2276,6.1,746980,676710,657136,671213,622569,646240,663853,680776,678882,641933,54.35,,,,,,,,17,3,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,65,0.0,0.0,78.4633765770063,7.54021
506,FS,2024-04-10,82.1,-1.19,6.0,"Henderson, Gunnar",683002,676710,,swinging_strike,,,,,5,Gunnar Henderson called out on strikes.,R,L,R,BOS,BAL,S,,,0,1,2024,-0.7,0.63,-0.06,2.44,,681297.0,,2,3,Top,,,,,657136,,,3.901674906920819,-119.47666586805998,-2.6932668902016403,-7.470593747280883,24.17004653505438,-25.84502342107489,3.69,1.76,,,,81.7,1146,6.2,746980,676710,657136,671213,622569,646240,663853,680776,678882,641933,54.34,,,,,,,,17,2,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,222,0.0,-0.069,77.58669987196181,7.97206
507,KC,2024-04-10,78.7,-0.99,6.14,"Henderson, Gunnar",683002,676710,,swinging_strike_blocked,,,,,14,Gunnar Henderson called out on strikes.,R,L,R,BOS,BAL,S,,,0,0,2024,0.42,-0.99,0.14,0.7,,681297.0,,2,3,Top,,,,,657136,,,1.657354541271156,-114.60133883779778,-3.103539763908227,3.3420885028811105,22.14746693854235,-40.49828665261343,3.69,1.76,,,,78.1,2080,6.0,746980,676710,657136,671213,622569,646240,663853,680776,678882,641933,54.55,,,,,,,,17,1,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,21,0.0,-0.048,,
508,ST,2024-04-10,82.9,-2.41,6.33,"Henderson, Gunnar",683002,663462,field_out,hit_into_play,,,,,8,Gunnar Henderson lines out sharply to second baseman Pablo Reyes.,R,L,R,BOS,BAL,X,4.0,line_drive,1,0,2024,1.12,0.14,0.2,2.29,676059.0,,,1,6,Top,150.57,140.95,,,657136,,,3.75569574118685,-120.5100470689123,-2.887332710110932,9.878208014887823,28.182024361278746,-30.391611759402977,3.69,1.76,161.0,109.9,10.0,82.1,2670,6.3,746980,663462,657136,671213,622569,646240,663853,680776,678882,641933,54.19,0.894,0.894,0.0,1.0,0.0,0.0,5.0,51,2,Sweeper,5,3,3,5,3,5,3,5,Standard,Standard,42,0.076,-0.226,77.4586071146154,7.09615
509,SL,2024-04-10,89.3,-2.03,6.46,"Henderson, Gunnar",683002,663462,,blocked_ball,,,,,14,Gunnar Henderson lines out sharply to second baseman Pablo Reyes.,R,L,R,BOS,BAL,B,,,0,0,2024,0.14,0.5,0.06,0.43,676059.0,,,1,6,Top,,,,,657136,,,4.85507379859809,-129.66045783401876,-9.903370296880508,0.5815805319072659,26.707704441414027,-24.62200960533256,3.6,1.65,,,,89.5,2734,6.5,746980,663462,657136,671213,622569,646240,663853,680776,678882,641933,53.98,,,,,,,,51,1,Slider,5,3,3,5,3,5,3,5,Standard,Standard,181,0.0,0.03,,
510,CU,2024-04-10,79.2,3.08,4.8,"Henderson, Gunnar",683002,657514,triple,hit_into_play,,,,,5,Gunnar Henderson triples (2) on a sharp line drive to center fielder Jarren Duran.,R,L,L,BOS,BAL,X,8.0,line_drive,1,2,2024,-1.38,0.2,0.0,2.51,,,,0,8,Top,151.55,50.8,,,657136,,,-4.087022830946755,-115.1885050361394,1.4427594606425438,-11.339788255862931,24.075318411963597,-30.916679893478257,3.69,1.76,325.0,110.0,16.0,77.8,2629,5.6,746980,657514,657136,671213,678882,646240,663853,641933,680776,677800,54.86,0.64,0.75,1.6,1.0,1.0,2.0,6.0,68,4,Curveball,5,7,7,5,7,5,7,5,Infield shade,Standard,303,-0.053,0.962,75.60497700502002,6.70601
511,SI,2024-04-10,92.8,2.66,5.11,"Henderson, Gunnar",683002,657514,,ball,,,,,13,Gunnar Henderson triples (2) on a sharp line drive to center fielder Jarren Duran.,R,L,L,BOS,BAL,B,,,0,2,2024,1.06,0.35,-1.16,2.49,,,,0,8,Top,,,,,657136,,,-12.01572157024329,-134.63861589747248,-1.6352457435204109,15.58850010488406,29.664377880113125,-27.72032816750344,3.65,1.65,,,,92.2,2029,6.1,746980,657514,657136,671213,678882,646240,663853,641933,680776,677800,54.38,,,,,,,,68,3,Sinker,5,7,7,5,7,5,7,5,Infield shade,Standard,132,0.0,0.02,,
512,CU,2024-04-10,78.3,3.13,4.98,"Henderson, Gunnar",683002,657514,,foul,,,,,5,Gunnar Henderson triples (2) on a sharp line drive to center fielder Jarren Duran.,R,L,L,BOS,BAL,S,,,0,1,2024,-1.71,0.18,0.17,2.47,,,,0,8,Top,,,,,657136,,,-3.1859355469230133,-113.8728990298529,1.196603390575922,-14.061103638349271,24.133412378518656,-31.11154838028173,3.69,1.76,304.0,98.1,21.0,76.8,2600,5.6,746980,657514,657136,671213,678882,646240,663853,641933,680776,677800,54.93,,,,,,,,68,2,Curveball,5,7,7,5,7,5,7,5,Infield shade,Standard,303,0.0,-0.049,78.08570270184524,7.10449
513,SI,2024-04-10,90.4,2.91,5.15,"Henderson, Gunnar",683002,657514,,called_strike,,,,,8,Gunnar Henderson triples (2) on a sharp line drive to center fielder Jarren Duran.,R,L,L,BOS,BAL,S,,,0,0,2024,1.53,0.35,0.06,2.13,,,,0,8,Top,,,,,657136,,,-10.250712422707585,-131.26395318216828,-2.265213703665958,19.93138122044301,28.70622843840812,-27.827815877625618,3.68,1.7,,,,89.4,1999,5.8,746980,657514,657136,671213,678882,646240,663853,641933,680776,677800,54.66,,,,,,,,68,1,Sinker,5,7,7,5,7,5,7,5,Infield shade,Standard,131,0.0,-0.035,,
514,FF,2024-04-10,93.2,-1.16,6.13,"Henderson, Gunnar",683002,676710,field_out,hit_into_play,,,,,2,Gunnar Henderson flies out to center fielder Ceddanne Rafaela.,R,L,R,BOS,BAL,X,8.0,fly_ball,0,0,2024,-0.91,1.79,0.19,3.58,,,,0,1,Top,135.57,85.79,,,657136,,,5.427756827643015,-135.55299819191472,-4.667756012966768,-12.417456439445496,31.52171328070135,-9.281847458604542,3.69,1.76,324.0,96.5,40.0,92.5,2518,6.1,746980,676710,657136,671213,622569,646240,663853,680776,678882,641933,54.43,0.071,0.148,0.0,1.0,0.0,0.0,3.0,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.022,-0.231,71.46494094550908,6.67324
515,CH,2024-04-09,87.4,-1.63,5.2,"Henderson, Gunnar",683002,678394,field_out,hit_into_play,,,,,14,Gunnar Henderson lines out sharply to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,X,9.0,line_drive,0,2,2024,-1.37,0.36,0.04,1.44,,,,0,5,Top,191.83,92.02,,,624512,,,6.909374602375303,-127.090555175362,-3.636734295684296,-16.329663247178033,28.2059122410414,-27.70309468265983,3.68,1.74,310.0,103.6,17.0,87.7,1729,6.7,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.77,0.517,0.584,0.0,1.0,0.0,0.0,5.0,35,4,Changeup,1,3,3,1,3,1,3,1,Infield shade,Standard,250,0.017,-0.146,74.36115317360787,7.98382
516,SI,2024-04-09,94.7,-1.58,5.3,"Henderson, Gunnar",683002,678394,,foul,,,,,8,Gunnar Henderson lines out sharply to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,S,,,0,2,2024,-1.78,0.33,0.19,1.79,,,,0,5,Top,,,,,624512,,,8.546867913359105,-137.54692300274118,-4.184292342429544,-24.52346763831474,31.875013100928108,-27.171989024097364,3.68,1.74,,,,94.2,1946,6.2,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,54.32,,,,,,,,35,3,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,238,0.0,0.0,79.8068470814941,7.65404
517,SL,2024-04-09,86.1,-1.74,5.2,"Henderson, Gunnar",683002,678394,,foul,,,,,9,Gunnar Henderson lines out sharply to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,S,,,0,1,2024,0.66,0.15,0.53,2.13,,,,0,5,Top,,,,,624512,,,4.036584122491183,-125.23308955060467,-1.2829066738272592,5.953917662300728,27.989365739757588,-30.599666466522475,3.68,1.74,50.0,104.6,0.0,85.4,2285,6.1,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,54.37,,,,,,,,35,2,Slider,1,3,3,1,3,1,3,1,Standard,Standard,55,0.0,-0.049,80.25957921372579,7.46441
518,CH,2024-04-09,85.1,-1.77,5.23,"Henderson, Gunnar",683002,678394,,called_strike,,,,,13,Gunnar Henderson lines out sharply to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,S,,,0,0,2024,-1.4,0.62,-0.33,1.51,,,,0,5,Top,,,,,624512,,,6.203534941593128,-123.75174935818806,-3.57133469780496,-15.643539081604327,27.512729022370205,-25.309694612737808,3.66,1.84,,,,84.9,1780,6.4,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,54.07,,,,,,,,35,1,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,249,0.0,-0.035,,
519,SI,2024-04-09,96.1,-1.73,5.15,"Henderson, Gunnar",683002,678394,field_out,hit_into_play,,,,,6,"Gunnar Henderson grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",R,L,R,BOS,BAL,X,4.0,ground_ball,2,2,2024,-1.48,0.37,0.61,2.7,,,,1,3,Top,146.83,145.64,,,624512,,,9.58504658680542,-139.59715583110773,-1.7428384113264137,-21.54749725773766,30.58844240306486,-27.14556663261575,3.68,1.74,63.0,102.4,2.0,96.6,2104,6.6,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.91,0.523,0.522,0.0,1.0,0.0,0.0,4.0,19,5,Sinker,1,1,1,1,1,1,1,1,Infield shade,Standard,238,0.018,-0.139,74.48190038879757,6.69564
520,CH,2024-04-09,87.1,-1.74,5.08,"Henderson, Gunnar",683002,678394,,ball,,,,,14,"Gunnar Henderson grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",R,L,R,BOS,BAL,B,,,1,2,2024,-1.38,0.51,0.46,0.56,,,,1,3,Top,,,,,624512,,,8.193860040981313,-126.61711424438296,-5.844609687578331,-16.415338994577265,23.045204074466827,-25.738783777754595,3.68,1.84,,,,88.3,1827,6.9,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.63,,,,,,,,19,4,Changeup,1,1,1,1,1,1,1,1,Infield shade,Standard,243,0.0,0.021,,
521,SL,2024-04-09,88.8,-1.85,5.06,"Henderson, Gunnar",683002,678394,,ball,,,,,14,"Gunnar Henderson grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",R,L,R,BOS,BAL,B,,,0,2,2024,0.1,0.04,0.54,0.7,,,,1,3,Top,,,,,624512,,,5.667788350715451,-129.34205304050275,-4.881097549774829,0.2998740321449353,20.3584689406477,-31.10097419051958,3.68,1.84,,,,90.5,2287,6.8,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.74,,,,,,,,19,3,Slider,1,1,1,1,1,1,1,1,Infield shade,Standard,63,0.0,0.016,,
522,FC,2024-04-09,87.3,-1.91,6.04,"Henderson, Gunnar",683002,670174,single,hit_into_play,,,,,8,Gunnar Henderson singles on a ground ball to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,X,9.0,ground_ball,2,1,2024,0.49,0.24,0.02,2.13,,,,0,9,Top,158.47,98.07,,,657136,,,3.667264065849833,-127.22320991213844,-3.822268697138442,4.627625459392191,24.698850760307657,-28.97927551422273,3.68,1.74,15.0,104.0,-8.0,88.2,2058,6.7,746981,670174,657136,671213,665839,646240,663853,680776,678882,641933,53.85,0.326,0.341,0.9,1.0,1.0,0.0,2.0,65,4,Cutter,1,5,5,1,5,1,5,1,Standard,Standard,157,-0.002,0.368,77.6457388766206,6.99754
523,CH,2024-04-09,89.8,-2.13,5.91,"Henderson, Gunnar",683002,670174,,ball,,,,,13,Gunnar Henderson singles on a ground ball to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,B,,,1,1,2024,-1.4,0.45,-0.79,0.98,,,,0,9,Top,,,,,657136,,,6.302298083759684,-130.5674724961387,-7.263447103539087,-17.36270336156105,23.30355501161984,-25.84962656288677,3.75,1.9,,,,90.6,1646,6.5,746981,670174,657136,671213,665839,646240,663853,680776,678882,641933,54.04,,,,,,,,65,3,Changeup,1,5,5,1,5,1,5,1,Standard,Standard,234,0.0,0.056,,
524,SI,2024-04-09,96.4,-1.61,5.2,"Henderson, Gunnar",683002,678394,,called_strike,,,,,9,"Gunnar Henderson grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",R,L,R,BOS,BAL,S,,,0,1,2024,-1.53,0.42,0.6,1.84,,,,1,3,Top,,,,,624512,,,9.429638897547594,-140.17573042624707,-4.387438488757369,-22.22885724373665,29.31180755993777,-25.868495760820508,3.72,1.91,,,,97.5,2076,6.8,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.72,,,,,,,,19,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,234,0.0,-0.034,,
525,SL,2024-04-09,87.7,-1.83,5.17,"Henderson, Gunnar",683002,678394,,called_strike,,,,,5,"Gunnar Henderson grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",R,L,R,BOS,BAL,S,,,0,0,2024,0.63,0.22,-0.19,2.51,,,,1,3,Top,,,,,624512,,,2.695433702821024,-127.8238959207122,-0.7759842069093678,6.3732295535292005,26.20937515919461,-29.803063287202963,3.68,1.84,,,,88.7,2361,6.8,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.69,,,,,,,,19,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,44,0.0,-0.023,,
526,FC,2024-04-09,87.8,-1.68,6.17,"Henderson, Gunnar",683002,670174,,ball,,,,,11,Gunnar Henderson singles on a ground ball to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,B,,,0,1,2024,0.47,0.23,-0.98,3.89,,,,0,9,Top,,,,,657136,,,0.7414686155736371,-127.85781035834424,0.1277276746791483,5.001805212692188,26.90008755114012,-29.94924979872136,3.75,1.94,,,,88.2,2095,6.6,746981,670174,657136,671213,665839,646240,663853,680776,678882,641933,53.93,,,,,,,,65,2,Cutter,1,5,5,1,5,1,5,1,Standard,Standard,148,0.0,0.023,,
527,SI,2024-04-09,94.0,-1.32,6.01,"Henderson, Gunnar",683002,670174,,called_strike,,,,,8,Gunnar Henderson singles on a ground ball to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,S,,,0,0,2024,-1.01,1.01,-0.13,1.89,,,,0,9,Top,,,,,657136,,,5.358234006196873,-136.76377279352045,-7.343820625804138,-13.825224717534985,26.514850087859667,-18.131518720586666,3.75,1.9,,,,95.4,2015,6.8,746981,670174,657136,671213,665839,646240,663853,680776,678882,641933,53.69,,,,,,,,65,1,Sinker,1,5,5,1,5,1,5,1,Standard,Standard,195,0.0,-0.035,,
528,FC,2024-04-09,89.7,-1.69,6.07,"Henderson, Gunnar",683002,670174,double,hit_into_play,,,,,12,Gunnar Henderson doubles (1) on a sharp line drive to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,X,9.0,line_drive,2,1,2024,0.27,0.21,0.89,2.71,,,,2,7,Top,183.55,139.66,,,624512,,,5.863368625568036,-130.66016763681915,-2.8365900330659315,1.9939747230449305,25.03667015689397,-29.388668276505104,3.68,1.74,205.0,104.1,14.0,90.7,2209,6.6,746981,670174,624512,671213,665839,646240,666152,680776,678882,641933,53.86,0.734,0.785,1.25,1.0,1.0,1.0,4.0,50,4,Cutter,1,3,3,1,3,1,3,1,Infield shade,Standard,136,-0.017,0.21,74.3666565322175,7.12678
529,FC,2024-04-09,89.3,-1.61,6.08,"Henderson, Gunnar",683002,670174,,ball,,,,,12,Gunnar Henderson doubles (1) on a sharp line drive to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,B,,,1,1,2024,0.18,0.16,0.25,5.08,,,,2,7,Top,,,,,624512,,,4.261143542730348,-130.09660467475956,3.18311043852664,1.204787676463113,24.56941777905307,-31.10700550031302,3.68,1.89,,,,90.4,2218,6.7,746981,670174,624512,671213,665839,646240,666152,680776,678882,641933,53.81,,,,,,,,50,3,Cutter,1,3,3,1,3,1,3,1,Standard,Standard,126,0.0,0.023,,
530,CH,2024-04-09,92.8,-2.02,5.95,"Henderson, Gunnar",683002,670174,,ball,,,,,11,Gunnar Henderson doubles (1) on a sharp line drive to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,B,,,0,1,2024,-1.54,0.63,-0.89,2.79,,,,2,7,Top,,,,,624512,,,6.320750172937205,-134.9566200305636,-3.687753993458185,-20.25394950092771,29.18713064040389,-23.86496435157923,3.74,1.82,,,,93.5,1731,6.7,746981,670174,624512,671213,665839,646240,666152,680776,678882,641933,53.78,,,,,,,,50,2,Changeup,1,3,3,1,3,1,3,1,Infield shade,Standard,229,0.0,0.008,,
531,FC,2024-04-09,91.0,-1.39,6.01,"Henderson, Gunnar",683002,670174,,foul,,,,,14,Gunnar Henderson doubles (1) on a sharp line drive to right fielder Tyler O'Neill.,R,L,R,BOS,BAL,S,,,0,0,2024,0.64,0.28,1.08,2.59,,,,2,7,Top,,,,,624512,,,4.848434976724335,-132.51165650433236,-3.292555081661788,6.470436416152048,28.27362505105594,-28.409747228852623,3.68,1.74,4.0,79.4,-31.0,91.7,2172,6.7,746981,670174,624512,671213,665839,646240,666152,680776,678882,641933,53.84,,,,,,,,50,1,Cutter,1,3,3,1,3,1,3,1,Standard,Standard,137,0.0,-0.013,74.24196506813361,6.99225
532,SI,2024-04-09,95.2,-1.74,5.3,"Henderson, Gunnar",683002,678394,field_out,hit_into_play,,,,,4,"Gunnar Henderson grounds out, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,X,3.0,ground_ball,0,1,2024,-1.58,0.42,-0.31,2.49,,,,0,1,Top,157.15,152.13,,,624512,,,7.417176818021175,-138.5607031291095,-2.7436973955726045,-22.05735920161352,29.23003219789501,-26.30881857676884,3.68,1.74,7.0,83.6,-19.0,96.6,2007,7.0,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.54,0.069,0.075,0.0,1.0,0.0,0.0,2.0,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,238,0.022,-0.195,81.79333528765304,7.16551
533,SI,2024-04-09,95.8,-1.9,5.12,"Henderson, Gunnar",683002,678394,,foul,,,,,13,"Gunnar Henderson grounds out, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,S,,,0,0,2024,-1.57,0.57,-0.76,1.42,,,,0,1,Top,,,,,624512,,,6.611340373996443,-139.3780225139273,-5.505253318113777,-21.94668581025312,31.147688802395244,-23.696162801738737,3.68,1.74,,,,96.7,1944,6.8,746981,678394,624512,671213,665839,646240,666152,680776,678882,641933,53.71,,,,,,,,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,241,0.0,-0.035,68.87251494156521,7.954
534,FF,2024-04-07,91.3,1.73,5.51,"Henderson, Gunnar",683002,594835,strikeout,swinging_strike,,,,,1,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,2.0,,3,2,2024,0.63,1.38,-0.38,3.8,622761.0,,,2,5,Top,,,,,680779,,,-6.695717558203355,-132.85402380004788,-1.3702522798473795,8.971022416786896,29.058529368432623,-15.806890518850848,3.71,1.76,,,,91.5,2126,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.03,,0.0,0.0,1.0,0.0,0.0,,33,6,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,133,0.031,-0.273,73.60588681791246,6.58125
535,FF,2024-04-07,90.9,1.73,5.54,"Henderson, Gunnar",683002,594835,,ball,,,,,12,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,B,,,2,2,2024,0.96,1.28,0.98,4.49,622761.0,,,2,5,Top,,,,,680779,,,-3.9600313899383863,-132.38208517878894,0.5502162708516862,12.186775142410353,29.121840836564864,-17.55154982078616,3.71,1.86,,,,91.0,2115,6.4,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.13,,,,,,,,33,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,135,0.0,0.047,,
536,FF,2024-04-07,91.3,1.7,5.52,"Henderson, Gunnar",683002,594835,,ball,,,,,12,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,B,,,1,2,2024,1.0,1.24,0.61,4.11,622761.0,,,2,5,Top,,,,,680779,,,-4.915452386948783,-132.84393739841045,-0.3253673369987949,12.854114861717092,28.734589966890184,-17.66259323139052,3.82,1.79,,,,91.7,2135,6.6,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,53.94,,,,,,,,33,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,133,0.0,0.03,,
537,FF,2024-04-07,90.2,1.8,5.51,"Henderson, Gunnar",683002,594835,,foul_tip,,,,,3,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,,,1,1,2024,1.09,1.15,0.57,3.59,622761.0,,,2,5,Top,,,,,680779,,,-5.390219621336973,-131.31874492973714,-1.2370024233889063,13.79225430927599,28.711864136294547,-18.90164206841009,3.71,1.76,,,,90.5,2126,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.01,,,,,,,,33,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,136,0.0,-0.094,,
538,FF,2024-04-07,90.1,1.85,5.47,"Henderson, Gunnar",683002,594835,,swinging_strike,,,,,2,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,,,1,0,2024,0.97,1.16,0.18,3.42,622761.0,,,2,5,Top,,,,,680779,,,-6.23802261823414,-131.16112968345078,-1.629250255457405,12.547678232910007,27.46425239998693,-18.60774005513804,3.71,1.76,,,,90.5,2096,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.01,,,,,,,,33,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,137,0.0,-0.059,69.2844069950522,5.93281
539,FF,2024-04-07,91.2,1.73,5.52,"Henderson, Gunnar",683002,594835,,ball,,,,,11,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,B,,,0,0,2024,1.05,1.29,-0.05,4.39,622761.0,,,2,5,Top,,,,,680779,,,-6.736347900717216,-132.66013692466575,0.276941184588229,13.825241305527916,28.168517964050256,-17.189968225673887,3.71,1.86,,,,91.5,2091,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.05,,,,,,,,33,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,134,0.0,0.03,,
540,CU,2024-04-07,80.9,2.2,5.21,"Henderson, Gunnar",683002,594835,field_out,hit_into_play,,,,,5,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,X,8.0,fly_ball,1,1,2024,0.09,-0.25,0.05,2.39,,,,2,3,Top,119.68,104.65,,,680779,,,-4.972462221920541,-117.86232572197596,0.7923604671557276,1.7325099720955517,20.881301772132986,-34.885666228589834,3.71,1.76,237.0,90.7,49.0,81.3,2087,6.3,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.16,0.003,0.003,0.0,1.0,0.0,0.0,3.0,17,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,342,0.011,-0.088,77.4687039142273,7.35478
541,FF,2024-04-07,90.1,1.81,5.59,"Henderson, Gunnar",683002,594835,,ball,,,,,11,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,B,,,0,1,2024,1.09,1.21,-0.07,4.26,,,,2,3,Top,,,,,680779,,,-6.9998196470044105,-131.06682496050735,0.0926645903516704,13.999129487980154,28.029750825942617,-18.428599921264183,3.71,1.76,,,,90.4,2013,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,53.97,,,,,,,,17,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,134,0.0,0.008,,
542,FC,2024-04-07,86.2,2.05,5.39,"Henderson, Gunnar",683002,594835,,foul,,,,,8,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,S,,,0,0,2024,0.18,0.76,0.16,2.0,,,,2,3,Top,,,,,680779,,,-4.861168990674817,-125.5256105814698,-3.4437723624906447,2.759647754678269,22.713431044044267,-23.642920861174037,3.71,1.76,30.0,89.6,-2.0,86.9,2083,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.03,,,,,,,,17,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,137,0.0,-0.013,81.50283976956875,8.17418
543,FF,2024-04-07,90.6,1.83,5.65,"Henderson, Gunnar",683002,594835,strikeout,swinging_strike,,,,,2,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,2.0,,2,2,2024,0.87,1.09,-0.15,3.78,,,,0,1,Top,,,,,680779,,,-6.946515251366044,-131.8643792152114,-1.113312275214697,11.63882193388296,26.385624210789132,-19.418709921562407,3.71,1.76,,,,92.7,2045,7.4,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,53.13,,0.0,0.0,1.0,0.0,0.0,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,136,0.022,-0.207,,
544,FF,2024-04-07,93.5,0.67,6.53,"Henderson, Gunnar",683002,669796,strikeout,swinging_strike,,,,,1,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,2.0,,1,2,2024,0.56,1.4,-0.37,3.59,,,,2,8,Top,,,,,680779,,,-3.870475738467311,-136.04942775105235,-4.833631585396105,7.805316356934959,32.50974925156151,-13.976029228209844,3.71,1.76,,,,92.2,2158,5.7,745523,669796,680779,642133,669707,663647,665833,668804,669261,656582,54.76,,0.0,0.0,1.0,0.0,0.0,,54,4,4-Seam Fastball,1,2,2,1,2,1,2,1,,,160,0.012,-0.066,68.0964843043042,6.59714
545,FC,2024-04-07,87.0,2.01,5.42,"Henderson, Gunnar",683002,594835,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,B,,,1,2,2024,0.07,0.74,-1.03,1.7,,,,0,1,Top,,,,,680779,,,-7.467587463247111,-126.58328286643405,-4.37617815056552,2.0760033476420525,22.237038870400436,-23.46906555374345,3.71,1.76,,,,87.9,1957,6.5,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,53.96,,,,,,,,1,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,147,0.0,0.04,,
